cpc;description_en;common_name_en
P34140;Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, nitrated or nitrosated derivatives, except salicylic acid and its salts and esters and their salts;
P3415;"Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and glutamic acid and its salts; ureines and their derivatives and salts thereof; carboxyimide-function compounds and imine-compounds; nitrile-function compounds; diazo-, azo- or azoxy-compounds; organic derivatives of hydrazine or of hydroxylamine; compounds with other nitrogen function";
P34150;"Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and glutamic acid and its salts; ureines and their derivatives and salts thereof; carboxyimide-function compounds and imine-compounds; nitrile-function compounds; diazo-, azo- or azoxy-compounds; organic derivatives of hydrazine or of hydroxylamine; compounds with other nitrogen function";
P3416;"Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.; nucleic acids and their salts";
P34160;"Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.; nucleic acids and their salts";
P3417;"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphonated, nitrated or nitrosated derivatives; aldehyde-function compounds; ketone-function compounds and quinone-function compounds; enzymes; prepared enzymes n.e.c.; organic compounds n.e.c.";
P34170;"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphonated, nitrated or nitrosated derivatives; aldehyde-function compounds; ketone-function compounds and quinone-function compounds; enzymes; prepared enzymes n.e.c.; organic compounds n.e.c.";
P3418;"Phosphoric esters and their salts or esters of other inorganic acids (excluding esters of hydrogen halides) and their salts; and their halogenated, sulphonated, nitrated or nitrosated derivatives";
P34180;"Phosphoric esters and their salts or esters of other inorganic acids (excluding esters of hydrogen halides) and their salts; and their halogenated, sulphonated, nitrated or nitrosated derivatives";
P342;Basic inorganic chemicals n.e.c.;
P3421;"Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";
P34210;"Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";
P3422;"Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth colours; cobalt oxides and hydroxides; titanium oxides; lead oxides; red lead and orange lead; inorganic bases n.e.c.; metal oxides, hydroxides and peroxides n.e.c., except of mercury";
P34220;"Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth colours; cobalt oxides and hydroxides; titanium oxides; lead oxides; red lead and orange lead; inorganic bases n.e.c.; metal oxides, hydroxides and peroxides n.e.c., except of mercury";
P3423;"Chemical elements n.e.c.; inorganic acids; inorganic oxygen compounds of boron, silicon and carbon; halogen or sulphur compounds of non-metals; sodium hydroxide; hydroxide and peroxide of magnesium; oxides, hydroxides and peroxides of strontium or barium; aluminium hydroxide; hydrozine and hydroxylamine and their inorganic salts";
P34231;"Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compounds of boron, silicon and carbon; halogen or sulphur compounds of non-metals; sodium hydroxide; hydroxide and peroxide of magnesium; oxides, hydroxides and peroxides of strontium or barium; aluminium hydroxide; hydrozine and hydroxylamine and their inorganic salts";
P34232;Phosphoric acid;
P34233;Nitric acid, sulphonitric acids;
P3424;"Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";
P34240;"Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";
P3425;"Salts of oxometallic or peroxometallic acids; colloidal precious metals and compounds thereof; inorganic and organic compounds of mercury; other inorganic chemicals n.e.c.; compressed air; amalgams";
P34250;"Salts of oxometallic or peroxometallic acids; colloidal precious metals and compounds thereof; inorganic and organic compounds of mercury; other inorganic chemicals n.e.c.; compressed air; amalgams";
P3426;Isotopes n.e.c. and compounds thereof (including heavy water);
P34260;Isotopes n.e.c. and compounds thereof (including heavy water);
P3427;"Cyanides, cyanide oxides and complex cyanides; fulminates, cyanates and thiocyanates; silicates; borates; perborates";
P34270;"Cyanides, cyanide oxides and complex cyanides; fulminates, cyanates and thiocyanates; silicates; borates; perborates";
P3428;"Hydrogen peroxide; phosphides; carbides; hydrides, nitrides, azides, silicides and borides";
P34280;"Hydrogen peroxide; phosphides; carbides; hydrides, nitrides, azides, silicides and borides";
P3429;Compounds of rare earth metals, of yttrium or of scandium;
P34290;Compounds of rare earth metals, of yttrium or of scandium;
P343;"Tanning or dyeing extracts; tannins and their derivatives; colouring matter n.e.c.";
P3431;"Synthetic organic colouring matter and preparations based thereon; synthetic organic products of a kind used as fluorescent brightening agents or as luminophores; colour lakes and preparations based thereon";
P34310;"Synthetic organic colouring matter and preparations based thereon; synthetic organic products of a kind used as fluorescent brightening agents or as luminophores; colour lakes and preparations based thereon";
P3432;"Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives; colouring matter of vegetable or animal origin, except animal black; preparations based on colouring matter of vegetable or animal origin";
P34320;"Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives; colouring matter of vegetable or animal origin, except animal black; preparations based on colouring matter of vegetable or animal origin";
P3433;"Synthetic organic tanning substances; inorganic tanning substances; tanning preparations; enzymatic preparations for pre-tanning";
P34330;"Synthetic organic tanning substances; inorganic tanning substances; tanning preparations; enzymatic preparations for pre-tanning";
P3434;"Colouring matter n.e.c.; inorganic products of a kind used as luminophores";
P34340;"Colouring matter n.e.c.; inorganic products of a kind used as luminophores";
P344;"Activated natural mineral products; animal black; tall oil; terpenic oils produced by the treatment of coniferous woods; crude dipentene; crude para-cymene; pine oil; rosin and resin acids, and derivatives thereof; rosin spirit and rosin oils; rum gums; wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewers' pitch";
P3440;"Activated natural mineral products; animal black; tall oil; terpenic oils produced by the treatment of coniferous woods; crude dipentene; crude para-cymene; pine oil; rosin and resin acids, and derivatives thereof; rosin spirit and rosin oils; rum gums; wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewers' pitch";
P34400;"Activated natural mineral products; animal black; tall oil; terpenic oils produced by the treatment of coniferous woods; crude dipentene; crude para-cymene; pine oil; rosin and resin acids, and derivatives thereof; rosin spirit and rosin oils; rum gums; wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewers' pitch";
P345;Miscellaneous basic chemical products;
P3451;Wood charcoal;
P34510;Wood charcoal;
P3452;Sulphur, except sublimed sulphur, precipitated sulphur and colloidal sulphur;
P34520;Sulphur, except sublimed sulphur, precipitated sulphur and colloidal sulphur;
P3453;Roasted iron pyrites;
P34530;Roasted iron pyrites;
P3454;"Oils and other products of the distillation of high temperature coal tar, and similar products; pitch and pitch coke, obtained from mineral tars";
P34540;"Oils and other products of the distillation of high temperature coal tar, and similar products; pitch and pitch coke, obtained from mineral tars";
P3455;"Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils";
P34550;"Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils";
P3456;Synthetic or reconstructed precious or semi-precious stones, unworked;
P34560;Synthetic or reconstructed precious or semi-precious stones, unworked;
P3457;Glycerol;
P34570;Glycerol;
P346;Fertilizers and pesticides;
P3461;Mineral or chemical fertilizers, nitrogenous;
P34611;Urea;
P34612;Ammonium sulphate;
P34613;Ammonium nitrate;
P34614;Double salts and mixtures of calcium nitrate and ammonium nitrate;
P34615;Mixtures of ammonium nitrate with calcium carbonate or other inorganic non-fertilizing substances;
P34616;Mixtures of urea and ammonium nitrate in aqueous or ammoniacal solution;
P34619;Other nitrogenous fertilizers and mixtures, n.e.c.;
